18,1,4,1200,28.9,0.23,51.0,0.46,1186,0.18,12
18,1,4,1300,29.7,0.04,49.0,0.44,570,0.26,12
18,1,4,1400,30.1,0.20,49.0,0.44,809,0.33,12
18,1,4,1500,29.5,0.17,50.0,0.45,609,0.12,12
18,1,4,1600,29.2,0.23,53.0,0.48,1441,1.20,12
18,1,4,1700,27.9,0.09,57.0,0.51,755,0.24,12
18,1,4,1800,26.5,0.17,61.0,0.55,1058,0.34,12
18,1,4,1900,26.1,0.10,62.0,0.56,747,0.18,12
18,1,4,2000,26.1,0.10,62.0,0.56,1340,1.12,12
18,1,4,2100,26.4,0.01,61.0,0.55,618,0.53,12
18,1,4,2200,26.6,0.03,62.0,0.56,891,0.07,12
18,1,4,2300,26.2,0.15,64.0,0.58,815,0.41,12
18,1,4,2400,25.8,0.11,65.0,0.59,636,0.16,12
18,1,5,100,25.5,0.25,64.0,0.58,904,0.26,12
18,1,5,200,25.5,0.20,61.0,0.55,811,0.68,12
18,1,5,300,24.9,0.24,63.0,0.57,750,0.67,12
18,1,5,400,24.4,0.13,64.0,0.58,503,0.39,12
18,1,5,500,23.9,0.15,67.0,0.60,677,0.44,12
18,1,5,600,23.8,0.19,68.0,0.61,135,0.09,12
18,1,5,700,24.0,0.09,67.0,0.60,544,0.03,12
18,1,5,800,25.1,0.21,63.0,0.57,908,0.85,12
18,1,5,900,26.7,0.13,59.0,0.53,1079,0.45,12
18,1,5,1000,27.7,0.04,56.0,0.50,1161,0.11,12
18,1,5,1100,28.2,0.03,54.0,0.49,786,0.30,12
18,1,5,1200,28.9,0.10,52.0,0.47,660,0.52,12
18,1,5,1300,29.1,0.04,52.0,0.47,1174,0.44,12
18,1,5,1400,28.8,0.24,53.0,0.48,1036,1.02,12
18,1,5,1500,28.4,0.12,56.0,0.50,590,0.31,12
18,1,5,1600,28.3,0.26,55.0,0.50,411,0.27,12
18,1,5,1700,27.4,0.15,57.0,0.51,1361,0.10,12
18,1,5,1800,26.2,0.13,60.0,0.54,789,0.75,12
18,1,5,1900,25.8,0.26,61.0,0.55,977,0.31,12
18,1,5,2000,25.1,0.17,65.0,0.59,425,0.22,12
18,1,5,2100,25.3,0.23,63.0,0.57,964,0.72,12
18,1,5,2200,25.3,0.12,63.0,0.57,1367,0.39,12
18,1,5,2300,25.2,0.11,62.0,0.56,781,0.23,12
18,1,5,2400,24.8,0.19,63.0,0.57,507,0.40,12
18,1,6,100,24.7,0.02,61.0,0.55,942,0.59,12
18,1,6,200,24.2,0.12,63.0,0.57,819,0.67,12
18,1,6,300,24.2,0.05,62.0,0.56,453,0.01,12
18,1,6,400,23.8,0.11,64.0,0.58,483,0.21,12
18,1,6,500,23.6,0.02,65.0,0.59,1473,0.73,12
18,1,6,600,23.5,0.08,66.0,0.59,557,0.35,12
18,1,6,700,23.6,0.13,65.0,0.59,302,0.03,12
18,1,6,800,24.5,0.12,62.0,0.56,1019,0.90,12
18,1,6,900,25.9,0.05,59.0,0.53,605,0.33,12
18,1,6,1000,27.3,0.24,57.0,0.51,218,0.04,12
18,1,6,1100,28.0,0.09,56.0,0.50,961,0.23,12
18,1,6,1200,28.8,0.18,55.0,0.50,1027,0.48,12
18,1,6,1300,29.4,0.16,54.0,0.49,580,0.33,12
18,1,6,1400,29.2,0.26,56.0,0.50,419,0.06,12
18,1,6,1500,28.9,0.16,55.0,0.50,799,0.40,12
18,1,6,1600,28.2,0.23,56.0,0.50,875,0.74,12
18,1,6,1700,27.7,0.06,57.0,0.51,224,0.05,12
18,1,6,1800,26.2,0.19,62.0,0.56,1105,0.84,12
18,1,6,1900,25.8,0.10,63.0,0.57,711,0.43,12
18,1,6,2000,25.5,0.05,64.0,0.58,517,0.47,12
18,1,6,2100,25.7,0.23,63.0,0.57,950,0.53,12
18,1,6,2200,25.2,0.24,66.0,0.59,619,0.09,12
18,1,6,2300,24.8,0.06,66.0,0.59,1006,0.68,12
18,1,6,2400,24.9,0.24,64.0,0.58,1086,0.20,12
18,1,7,100,24.5,0.12,65.0,0.59,685,0.14,12
18,1,7,200,24.1,0.23,65.0,0.59,613,0.28,12
18,1,7,300,23.8,0.23,62.0,0.56,1042,0.62,12
18,1,7,400,23.5,0.02,61.0,0.55,1053,0.18,12
18,1,7,500,23.6,0.14,60.0,0.54,1440,0.41,12
18,1,7,600,22.9,0.15,61.0,0.55,859,0.16,12
18,1,7,700,23.2,0.05,61.0,0.55,1171,0.55,12
18,1,7,800,25.1,0.07,57.0,0.51,1336,0.81,12
18,1,7,900,26.5,0.20,54.0,0.49,531,0.45,12
18,1,7,1000,27.6,0.19,49.0,0.44,402,0.36,12
18,1,7,1100,28.7,0.28,45.0,0.41,711,0.59,12
18,1,7,1200,29.3,0.17,45.0,0.41,1254,1.16,12
18,1,7,1300,29.8,0.22,46.0,0.41,336,0.09,12
18,1,7,1400,29.7,0.28,49.0,0.44,1174,1.12,12
18,1,7,1500,29.6,0.19,50.0,0.45,648,0.55,12
18,1,7,1600,29.0,0.19,52.0,0.47,947,0.40,12
18,1,7,1700,28.2,0.09,54.0,0.49,815,0.09,12
18,1,7,1800,27.0,0.08,58.0,0.52,770,0.49,12
18,1,7,1900,26.4,0.18,60.0,0.54,397,0.22,12
18,1,7,2000,25.9,0.13,62.0,0.56,973,0.91,12
18,1,7,2100,26.0,0.14,62.0,0.56,1232,0.38,12
18,1,7,2200,25.8,0.10,63.0,0.57,616,0.42,12
18,1,7,2300,25.6,0.25,64.0,0.58,370,0.29,12
18,1,7,2400,25.0,0.11,69.0,0.62,989,0.12,12
18,1,8,100,23.6,0.04,79,0.71,1049,0.08,12
18,1,8,200,23.4,0.00,80,0.72,1341,0.51,12
18,1,8,300,22.6,0.05,85,0.77,873,0.04,12
18,1,8,400,22.1,0.10,88,0.79,757,0.33,12
18,1,8,500,21.9,0.14,90,0.81,1067,0.83,12
18,1,8,600,22.1,0.06,89,0.80,1270,0.18,12
18,1,8,700,22.6,0.08,88,0.79,289,0.27,12
18,1,8,800,24.8,0.07,77,0.69,1107,0.09,12
18,1,8,900,27.7,0.26,66,0.59,974,0.34,12
18,1,8,1000,28.6,0.25,62,0.56,744,0.52,12
18,1,8,1100,29.6,0.29,59,0.53,758,0.09,12
18,1,8,1200,30.5,0.02,55,0.50,616,0.12,12
18,1,8,1300,31.3,0.29,53,0.48,599,0.21,12
18,1,8,1400,31.2,0.29,52,0.47,654,0.19,12
18,1,8,1500,31.8,0.30,50,0.45,966,0.10,12
18,1,8,1600,31.6,0.03,51,0.46,864,0.14,12
18,1,8,1700,30.1,0.22,54,0.49,937,0.08,12
18,1,8,1800,28.6,0.14,59,0.53,563,0.52,12
18,1,8,1900,27.6,0.01,62,0.56,1027,0.00,12
18,1,8,2000,26.6,0.15,67,0.60,1145,0.72,12
18,1,8,2100,26.3,0.22,68,0.61,772,0.01,12
18,1,8,2200,25.9,0.22,71,0.64,738,0.03,12
18,1,8,2300,25.5,0.09,73,0.66,1184,0.88,12
18,1,8,2400,24.1,0.12,80,0.72,859,0.43,12
18,1,9,100,25.3,0.16,73,0.66,1081,0.21,12
18,1,9,200,23.4,0.20,83,0.75,1084,0.19,12
18,1,9,300,22.5,0.00,87,0.78,678,0.07,12
18,1,9,400,23.2,0.18,82,0.74,648,0.46,12
18,1,9,500,24.3,0.01,76,0.68,708,0.38,12
18,1,9,600,24.5,0.03,73,0.66,748,0.38,12
18,1,9,700,24.9,0.07,72,0.65,918,0.58,12
18,1,9,800,25.9,0.01,67,0.60,582,0.04,12
18,1,9,900,28.3,0.23,61,0.55,761,0.12,12
18,1,9,1000,29.2,0.26,58,0.52,762,0.02,12
18,1,9,1100,30.0,0.05,56,0.50,1147,1.02,12
18,1,9,1200,30.8,0.07,54,0.49,346,0.12,12
18,1,9,1300,31.3,0.17,53,0.48,270,0.22,12
18,1,9,1400,31.8,0.12,51,0.46,476,0.21,12
18,1,9,1500,31.9,0.29,50,0.45,1389,1.27,12
18,1,9,1600,32.1,0.19,50,0.45,236,0.15,12
18,1,9,1700,30.8,0.17,54,0.49,795,0.64,12
18,1,9,1800,29.0,0.09,60,0.54,656,0.16,12
18,1,9,1900,27.6,0.03,65,0.59,1323,1.24,12
18,1,9,2000,26.9,0.10,68,0.61,530,0.45,12
18,1,9,2100,26.7,0.11,68,0.61,1226,0.86,12
18,1,9,2200,26.1,0.19,70,0.63,1227,0.49,12
18,1,9,2300,25.8,0.09,71,0.64,500,0.04,12
18,1,9,2400,25.5,0.11,71,0.64,803,0.66,12
18,1,10,100,25.2,0.01,71,0.64,831,0.43,12
18,1,10,200,24.1,0.09,76,0.68,481,0.39,12
18,1,10,300,23.2,0.15,80,0.72,687,0.49,12
18,1,10,400,23.0,0.18,82,0.74,603,0.28,12
18,1,10,500,22.7,0.13,84,0.76,811,0.29,12
18,1,10,600,21.7,0.05,89,0.80,1267,0.76,12
18,1,10,700,22.6,0.09,87,0.78,1442,1.12,12
18,1,10,800,26.3,0.13,70,0.63,724,0.19,12
18,1,10,900,28.4,0.13,62,0.56,807,0.62,12
18,1,10,1000,29.8,0.09,58,0.52,343,0.13,12
18,1,10,1100,30.7,0.27,54,0.49,497,0.00,12
18,1,10,1200,31.4,0.07,53,0.48,674,0.35,12
18,1,10,1300,31.4,0.29,53,0.48,701,0.07,12
18,1,10,1400,31.6,0.28,51,0.46,430,0.34,12
18,1,10,1500,31.6,0.12,52,0.47,619,0.05,12
18,1,10,1600,31.5,0.01,51,0.46,895,0.78,12
18,1,10,1700,29.9,0.23,56,0.50,687,0.09,12
18,1,10,1800,28.0,0.16,63,0.57,331,0.01,12
18,1,10,1900,26.9,0.14,66,0.59,452,0.29,12
18,1,10,2000,26.5,0.11,67,0.60,163,0.02,12
18,1,10,2100,26.2,0.14,67,0.60,1069,0.92,12
18,1,10,2200,25.9,0.03,68,0.61,1238,0.17,12
18,1,10,2300,25.9,0.10,66,0.59,980,0.29,12
18,1,10,2400,25.9,0.12,65,0.59,484,0.05,12
18,1,11,100,25.1,0.16,69,0.62,339,0.11,12
18,1,11,200,25.3,0.02,68,0.61,1027,0.28,12
18,1,11,300,24.3,0.08,74,0.67,852,0.08,12
18,1,11,400,22.3,0.18,88,0.79,1121,0.98,12
18,1,11,500,21.2,0.08,93,0.84,1003,0.18,12
18,1,11,600,22.5,0.04,86,0.77,954,0.60,12
18,1,11,700,24.6,0.02,74,0.67,1356,0.05,12
18,1,11,800,26.8,0.00,65,0.59,141,0.06,12
18,1,11,900,28.5,0.10,60,0.54,507,0.10,12
18,1,11,1000,30.0,0.28,55,0.50,1034,0.81,12
18,1,11,1100,31.3,0.13,52,0.47,1073,0.97,12
18,1,11,1200,32.1,0.23,50,0.45,610,0.53,12
18,1,11,1300,33.1,0.03,49,0.44,888,0.10,12
18,1,11,1400,32.9,0.01,49,0.44,1072,0.55,12
18,1,11,1500,33.4,0.14,50,0.45,191,0.12,12
18,1,11,1600,32.5,0.14,53,0.48,556,0.18,12
18,1,11,1700,29.6,0.27,66,0.59,374,0.03,12
18,1,11,1800,27.6,0.25,77,0.69,777,0.69,12
18,1,11,1900,24.5,0.12,95,0.86,545,0.12,12
18,1,11,2000,23.5,0.20,96,0.86,1092,0.01,12
18,1,11,2100,23.7,0.14,96,0.86,1386,1.25,12
18,1,11,2200,23.7,0.10,97,0.87,1288,1.26,12
18,1,11,2300,23.5,0.11,97,0.87,587,0.07,12
18,1,11,2400,23.2,0.08,97,0.87,1066,0.47,12
18,1,12,100,23.0,0.09,97,0.87,463,0.36,12
18,1,12,200,23.2,0.15,97,0.87,341,0.06,12
18,1,12,300,23.2,0.15,97,0.87,1112,0.39,12
18,1,12,400,23.4,0.20,96,0.86,970,0.76,12
18,1,12,500,23.4,0.07,96,0.86,286,0.07,12
18,1,12,600,23.2,0.04,96,0.86,720,0.10,12
18,1,12,700,23.7,0.09,96,0.86,753,0.32,12
18,1,12,800,24.6,0.12,96,0.86,489,0.47,12
18,1,12,900,25.3,0.01,92,0.83,214,0.07,12
18,1,12,1000,26.6,0.25,86,0.77,876,0.74,12
18,1,12,1100,28.0,0.17,77,0.69,1223,0.66,12
18,1,12,1200,29.3,0.28,71,0.64,1286,1.23,12
18,1,12,1300,31.8,0.14,55,0.50,592,0.15,12
18,1,12,1400,31.8,0.01,51,0.46,925,0.21,12
18,1,12,1500,32.2,0.01,50,0.45,1054,0.37,12
18,1,12,1600,32.0,0.30,48,0.43,604,0.35,12
18,1,12,1700,30.9,0.14,51,0.46,1249,0.88,12
18,1,12,1800,28.3,0.15,63,0.57,96,0.07,12
18,1,12,1900,26.3,0.09,73,0.66,624,0.12,12
18,1,12,2000,27.3,0.06,66,0.59,1083,0.04,12
18,1,12,2100,27.2,0.06,61,0.55,1308,0.30,12
18,1,12,2200,26.3,0.06,62,0.56,292,0.21,12
18,1,12,2300,25.4,0.10,68,0.61,541,0.53,12
18,1,12,2400,25.7,0.05,67,0.60,543,0.48,12
18,1,13,100,25.9,0.14,65,0.59,1292,1.20,12
18,1,13,200,25.5,0.16,65,0.59,670,0.14,12
18,1,13,300,25.0,0.08,65,0.59,346,0.05,12
18,1,13,400,22.6,0.03,80,0.72,758,0.09,12
18,1,13,500,21.9,0.14,86,0.77,428,0.23,12
18,1,13,600,24.6,0.08,70,0.63,1084,0.19,12
18,1,13,700,25.5,0.01,65,0.59,1225,0.19,12
18,1,13,800,26.8,0.20,62,0.56,1220,0.64,12
18,1,13,900,28.0,0.19,58,0.52,646,0.63,12
18,1,13,1000,29.2,0.23,56,0.50,1290,0.32,12
18,1,13,1100,30.3,0.08,51,0.46,1237,1.13,12
18,1,13,1200,30.7,0.28,50,0.45,1134,0.59,12
18,1,13,1300,30.8,0.28,51,0.46,184,0.17,12
18,1,13,1400,30.9,0.25,52,0.47,954,0.94,12
18,1,13,1500,30.4,0.16,53,0.48,944,0.53,12
18,1,13,1600,28.9,0.27,59,0.53,965,0.51,12
18,1,13,1700,28.1,0.01,61,0.55,945,0.73,12
18,1,13,1800,27.1,0.05,66,0.59,950,0.79,12
18,1,13,1900,26.6,0.08,67,0.60,592,0.54,12
18,1,13,2000,26.5,0.16,69,0.62,967,0.02,12
18,1,13,2100,26.6,0.26,67,0.60,1156,1.15,12
18,1,13,2200,25.6,0.14,72,0.65,535,0.53,12
18,1,13,2300,24.5,0.14,77,0.69,316,0.12,12
18,1,13,2400,25.8,0.13,68,0.61,623,0.18,12
18,1,14,100,24.8,0.11,73,0.66,1314,0.47,12
18,1,14,200,24.3,0.15,73,0.66,371,0.09,12
18,1,14,300,23.1,0.03,77,0.69,1295,0.63,12
18,1,14,400,22.2,0.11,79,0.71,479,0.43,12
18,1,14,500,21.1,0.11,83,0.75,1101,0.34,12
18,1,14,600,22.6,0.11,67,0.60,831,0.09,12
18,1,14,700,22.2,0.22,69,0.62,917,0.16,12
18,1,14,800,24.6,0.20,56,0.50,1071,0.28,12
18,1,14,900,25.4,0.25,55,0.50,1357,0.50,12
18,1,14,1000,26.1,0.19,53,0.48,228,0.08,12
18,1,14,1100,26.7,0.22,51,0.46,477,0.19,12
18,1,14,1200,27.8,0.02,50,0.45,391,0.35,12
18,1,14,1300,27.9,0.14,50,0.45,616,0.23,12
18,1,14,1400,28.5,0.14,51,0.46,953,0.89,12
18,1,14,1500,28.9,0.13,50,0.45,559,0.39,12
18,1,14,1600,28.2,0.09,53,0.48,1413,0.97,12
18,1,14,1700,27.1,0.22,57,0.51,1175,1.16,12
18,1,14,1800,25.6,0.15,62,0.56,852,0.25,12
18,1,14,1900,25.1,0.05,63,0.57,929,0.18,12
18,1,14,2000,25.4,0.25,61,0.55,1036,0.65,12
18,1,14,2100,25.4,0.10,59,0.53,1245,0.17,12
18,1,14,2200,25.4,0.04,59,0.53,1073,0.15,12
18,1,14,2300,24.8,0.23,61,0.55,1291,1.10,12
18,1,14,2400,24.8,0.11,61,0.55,1045,0.16,12
18,1,15,100,24.2,0.13,63,0.57,1250,0.91,12
18,1,15,200,23.7,0.09,64,0.58,1191,0.42,12
18,1,15,300,22.9,0.06,67,0.60,538,0.48,12
18,1,15,400,22.4,0.02,69,0.62,1272,0.73,12
18,1,15,500,22.7,0.13,66,0.59,1278,0.47,12
18,1,15,600,23.0,0.00,64,0.58,1443,0.88,12
18,1,15,700,23.1,0.01,63,0.57,610,0.44,12
18,1,15,800,24.1,0.16,60,0.54,580,0.30,12
18,1,15,900,25.1,0.02,58,0.52,1322,0.12,12
18,1,15,1000,26.3,0.22,54,0.49,1227,1.09,12
18,1,15,1100,27.2,0.22,52,0.47,1167,0.72,12
18,1,15,1200,27.6,0.27,52,0.47,1003,0.79,12
18,1,15,1300,28.2,0.25,52,0.47,473,0.41,12
18,1,15,1400,27.6,0.15,56,0.50,1216,0.29,12
18,1,15,1500,27.7,0.22,56,0.50,1077,1.00,12
18,1,15,1600,25.8,0.03,63,0.57,822,0.78,12
18,1,15,1700,24.9,0.13,66,0.59,1143,0.28,12
18,1,15,1800,24.4,0.03,68,0.61,1177,0.57,12
18,1,15,1900,24.0,0.13,70,0.63,452,0.36,12
18,1,15,2000,24.1,0.15,69,0.62,786,0.08,12
18,1,15,2100,24.3,0.13,69,0.62,738,0.01,12
18,1,15,2200,23.9,0.20,72,0.65,759,0.32,12
18,1,15,2300,24.6,0.20,65,0.59,318,0.06,12
18,1,15,2400,24.5,0.17,63,0.57,955,0.17,12
18,1,16,100,24.1,0.01,64,0.58,1463,0.72,12
18,1,16,200,23.1,0.20,69,0.62,602,0.41,12
18,1,16,300,22.7,0.10,72,0.65,778,0.21,12
18,1,16,400,22.8,0.12,72,0.65,741,0.33,12
18,1,16,500,22.2,0.14,76,0.68,499,0.13,12
18,1,16,600,22.2,0.07,77,0.69,172,0.07,12
18,1,16,700,22.5,0.18,77,0.69,1105,0.63,12
18,1,16,800,24.0,0.14,73,0.66,413,0.02,12
18,1,16,900,25.2,0.02,70,0.63,495,0.05,12
18,1,16,1000,25.9,0.19,68,0.61,943,0.48,12
18,1,16,1100,26.9,0.06,67,0.60,849,0.82,12
18,1,16,1200,28.0,0.21,63,0.57,1042,0.93,12
18,1,16,1300,27.4,0.13,67,0.60,752,0.22,12
18,1,16,1400,27.8,0.08,66,0.59,396,0.15,12
18,1,16,1500,26.7,0.13,73,0.66,174,0.04,12
18,1,16,1600,26.7,0.07,71,0.64,877,0.43,12
18,1,16,1700,25.6,0.18,77,0.69,1305,0.58,12
18,1,16,1800,22.9,0.18,92,0.83,1081,0.37,12
18,1,16,1900,22.8,0.03,95,0.86,1094,0.18,12
18,1,16,2000,22.6,0.15,96,0.86,1287,1.15,12
18,1,16,2100,22.8,0.15,95,0.86,395,0.18,12
18,1,16,2200,22.6,0.06,95,0.86,456,0.39,12
18,1,16,2300,22.4,0.02,96,0.86,1255,0.88,12
18,1,16,2400,22.3,0.02,96,0.86,1248,1.14,12
18,1,17,100,22.2,0.11,96,0.86,370,0.08,12
18,1,17,200,21.9,0.16,96,0.86,740,0.64,12
18,1,17,300,21.9,0.10,96,0.86,440,0.09,12
18,1,17,400,22.4,0.19,92,0.83,232,0.03,12
18,1,17,500,22.7,0.14,91,0.82,770,0.68,12
18,1,17,600,22.9,0.12,90,0.81,354,0.19,12
18,1,17,700,23.7,0.11,82,0.74,744,0.71,12
18,1,17,800,24.6,0.17,77,0.69,631,0.12,12
18,1,17,900,25.2,0.00,75,0.68,1033,0.54,12
18,1,17,1000,27.8,0.22,66,0.59,1393,1.03,12
18,1,17,1100,28.9,0.21,63,0.57,191,0.15,12
18,1,17,1200,29.1,0.04,63,0.57,1333,1.06,12
18,1,17,1300,29.5,0.21,62,0.56,1471,0.42,12
18,1,17,1400,29.5,0.02,61,0.55,213,0.14,12
18,1,17,1500,29.5,0.02,61,0.55,82,0.06,12
18,1,17,1600,28.8,0.28,62,0.56,374,0.26,12
18,1,17,1700,28.2,0.13,63,0.57,820,0.18,12
18,1,17,1800,27.0,0.01,68,0.61,901,0.31,12
18,1,17,1900,25.2,0.12,78,0.70,404,0.38,12
18,1,17,2000,23.8,0.06,86,0.77,924,0.02,12
18,1,17,2100,23.2,0.10,88,0.79,908,0.08,12
18,1,17,2200,23.0,0.10,89,0.80,276,0.04,12
18,1,17,2300,24.1,0.19,81,0.73,730,0.48,12
18,1,17,2400,25.7,0.20,70,0.63,322,0.31,12
18,1,18,100,25.2,0.05,70,0.63,1486,0.36,12
18,1,18,200,25.0,0.13,70,0.63,220,0.14,12
18,1,18,300,24.8,0.03,69,0.62,881,0.59,12
18,1,18,400,24.9,0.12,66,0.59,510,0.19,12
18,1,18,500,24.6,0.21,68,0.61,975,0.89,12
18,1,18,600,24.7,0.21,65,0.59,944,0.15,12
18,1,18,700,24.4,0.04,67,0.60,668,0.29,12
18,1,18,800,25.8,0.05,63,0.57,1076,0.69,12
18,1,18,900,27.0,0.21,60,0.54,580,0.28,12
18,1,18,1000,27.8,0.22,59,0.53,1377,1.06,12
18,1,18,1100,28.5,0.08,58,0.52,910,0.49,12
18,1,18,1200,29.5,0.00,56,0.50,959,0.75,12
18,1,18,1300,29.8,0.28,54,0.49,1122,0.86,12
18,1,18,1400,30.4,0.25,53,0.48,481,0.37,12
18,1,18,1500,30.1,0.06,55,0.50,356,0.12,12
18,1,18,1600,29.2,0.08,58,0.52,973,0.89,12
18,1,18,1700,28.5,0.17,59,0.53,592,0.18,12
18,1,18,1800,27.2,0.04,64,0.58,682,0.53,12
18,1,18,1900,25.4,0.10,74,0.67,657,0.07,12
18,1,18,2000,24.0,0.17,82,0.74,638,0.28,12
18,1,18,2100,24.2,0.08,81,0.73,1499,1.33,12
18,1,18,2200,24.5,0.15,78,0.70,352,0.02,12
18,1,18,2300,25.1,0.04,74,0.67,411,0.12,12
18,1,18,2400,25.1,0.14,74,0.67,550,0.50,12
18,1,19,100,25.0,0.14,74,0.67,845,0.08,12
18,1,19,200,23.9,0.07,81,0.73,941,0.07,12
18,1,19,300,23.2,0.19,84,0.76,564,0.55,12
18,1,19,400,25.2,0.18,73,0.66,767,0.09,12
18,1,19,500,24.9,0.00,75,0.68,937,0.41,12
18,1,19,600,23.6,0.19,83,0.75,563,0.37,12
18,1,19,700,24.3,0.18,79,0.71,631,0.62,12
18,1,19,800,26.3,0.11,68,0.61,1014,0.25,12
18,1,19,900,26.5,0.21,69,0.62,516,0.05,12
18,1,19,1000,26.9,0.20,66,0.59,256,0.13,12
